event_id,user_id,event,timestamp,session_id,properties
d8679656-ff4b-4233-860c-bd58dd2ee366,user_0197,Segment Created,2025-12-08T07:02:30.461308Z,4e4cdb59-839c-469f-9ddf-af4eace71c5d,"{""segment_id"": ""seg_86476415"", ""segment_rules"": ""{\""event\"":\""Product Viewed\""}""}"
8423564e-9d31-4f2e-899e-e74c58e36aaf,user_0057,Purchase Completed,2026-02-27T04:43:10.461308Z,cc3d7abe-f042-4f78-bf50-c7334ec84785,"{""order_id"": ""o_512893a4"", ""amount"": 782.95, ""currency"": ""SGD"", ""items_count"": 4}"
8ef9c3f2-2731-48bf-8e54-c4ea3a391790,user_0023,Feature Used,2026-01-05T20:41:21.461308Z,15896a62-89ee-47b9-98ef-ee98dcb59085,"{""product_id"": ""prod_2"", ""category"": ""analytics"", ""page_url"": ""/products/5""}"
ca92b1f7-408f-4d0c-9241-2ee6a8e452e1,user_0137,Signup Completed,2025-11-25T23:27:46.461308Z,f2a9cb26-8e7b-4b66-97e0-3a61823ce9cb,"{""plan"": ""free"", ""source"": ""ads""}"
5ee7f0f1-b10e-4098-a9aa-90818ebccffe,user_0098,Purchase Completed,2026-04-06T13:04:19.461308Z,82320419-8f31-4f49-8f50-3db9fdb20deb,"{""order_id"": ""o_a4d35f5d"", ""amount"": 294.49, ""currency"": ""IDR"", ""items_count"": 4}"
b0ae0e5e-4969-4889-8428-92c134429bdd,user_0054,Logged In,2025-11-18T22:16:26.461308Z,31d57822-aa04-4e48-9ab4-45838784299d,{}
19ede6cb-5bf4-43c4-a139-2b22fd6eef15,user_0027,Checkout Initiated,2026-02-19T07:00:28.461308Z,f3598872-448f-449c-9f99-82b422373a9e,"{""order_id"": ""o_3a2c69f8"", ""amount"": 651.91, ""currency"": ""USD"", ""items_count"": 1}"
17663836-d8e5-49a9-a1aa-f0e7cb481e8e,user_0051,Product Viewed,2026-04-20T14:35:11.461308Z,13ddd3df-4f0e-4caf-b5d4-6eb997352025,"{""product_id"": ""prod_17"", ""category"": ""engagement"", ""page_url"": ""/products/8""}"
712de375-b3e3-40f5-8628-742484700fdd,user_0214,Product Viewed,2026-02-08T16:17:51.461308Z,4bb5a029-624a-4836-96d9-2398c7f2b68e,"{""product_id"": ""prod_14"", ""category"": ""analytics"", ""page_url"": ""/products/14""}"
9c6fda80-c334-4bc1-8f96-7f040862a58e,user_0094,Page Viewed,2026-03-30T14:53:25.461308Z,0da88d3b-ce36-4cba-ad0f-173444131c5a,{}
5711af52-9efd-4a5d-ba83-f1c26c8a9640,user_0039,Purchase Completed,2025-12-25T20:07:36.461308Z,dcfe73be-d0ce-4549-835a-e6123d55a6a8,"{""order_id"": ""o_b999df54"", ""amount"": 536.91, ""currency"": ""IDR"", ""items_count"": 2}"
54087241-4b2e-481f-be8b-8168f51e76ad,user_0141,Purchase Completed,2026-03-25T05:26:53.461308Z,53be3086-a6ec-4ddd-89f9-990f6870c30a,"{""order_id"": ""o_c8e4a84d"", ""amount"": 216.19, ""currency"": ""SGD"", ""items_count"": 4}"
eb4144e9-560a-4079-942a-8082ca5dc4be,user_0203,Page Viewed,2025-12-07T07:56:54.461308Z,5f0ec668-d0db-44e9-a919-8526ddec425f,{}
4683deb1-a80c-4d4d-9d9a-2f55f13618fc,user_0196,Page Viewed,2025-11-26T04:10:11.461308Z,b4465cef-51b2-4bc6-9fd4-13e27e1f6cfd,{}
845e76f0-30e2-46d5-9db1-a28b71b025a8,user_0154,Signup Completed,2026-01-14T05:14:52.461308Z,a2b7d9dc-1007-40c3-b0d3-8104c8d073b2,"{""plan"": ""pro"", ""source"": ""referral""}"
ed5a9dbb-32f1-4bfa-b6a2-26b042525a47,user_0038,Product Viewed,2026-03-07T09:26:52.461308Z,c19fdeda-659b-4e8c-9bf0-6e43d6f377aa,"{""product_id"": ""prod_9"", ""category"": ""reporting"", ""page_url"": ""/products/13""}"
cb47769a-97fd-45ce-b672-35b4c59c5ad7,user_0033,Page Viewed,2026-02-28T18:38:59.461308Z,a43ed7fd-9f2f-4a87-93bb-1228743def95,{}
b86a1982-56f4-4402-92ae-8973a1156cb4,user_0192,Product Viewed,2025-10-29T21:09:04.461308Z,61049247-162c-4758-9dba-820b68beab58,"{""product_id"": ""prod_20"", ""category"": ""analytics"", ""page_url"": ""/products/2""}"
6e0b78d3-ec93-4553-b951-fa2003c3dfb6,user_0099,Logged In,2026-04-08T11:59:44.461308Z,1dc8fcc7-cba0-4db8-8e72-078bf04e12df,{}
0efd5798-b4ad-477c-9949-e6e32ed7a097,user_0206,Logged In,2025-12-23T10:23:19.461308Z,ef4faabd-fe27-45da-9ff2-9c6be39b7601,{}
7eddde2b-bc63-45ea-8170-6f773768ec48,user_0140,Segment Applied,2025-11-01T18:11:53.461308Z,395ac319-0883-4e3e-b552-a046bbdffa42,{}
41e140fa-bef2-44d5-a977-c0b4647927f8,user_0195,Feature Used,2025-12-17T19:11:21.461308Z,0efd69cc-b3ca-4fce-adf6-be6323d18096,"{""product_id"": ""prod_2"", ""category"": ""engagement"", ""page_url"": ""/products/11""}"
ed365dde-a223-4b26-9781-f3ef9f9314bd,user_0114,Signup Completed,2025-10-14T13:17:29.461308Z,27b5332d-9602-486e-85f0-26680150609f,"{""plan"": ""free"", ""source"": ""referral""}"
3bbeaed3-13a5-4b64-8ac4-5b9466c9f1c7,user_0088,Segment Applied,2026-04-09T02:56:48.461308Z,2434784c-4b94-42e5-ae5d-2edd61c24f6c,{}
fb32588c-eff3-41af-8bd2-529a6ce3285f,user_0031,Page Viewed,2026-03-18T02:28:36.461308Z,f9c91368-4966-4e6d-9440-d4c80cb4acda,{}
e07e71c6-21bd-4c3e-b984-2e784b7e4747,user_0015,Page Viewed,2025-12-09T05:44:06.461308Z,a5d45fd2-528a-4285-9fb1-de74be7694a2,{}
aeae583a-9956-4eba-8ac2-532c249df457,user_0117,Feature Used,2026-03-01T06:50:29.461308Z,5b4d31a8-8de3-438e-8bc3-392fa0a056a9,"{""product_id"": ""prod_2"", ""category"": ""analytics"", ""page_url"": ""/products/5""}"
eec49cf5-2934-4051-9d46-f130a4f9f02d,user_0118,Logged In,2026-03-02T22:11:57.461308Z,9ca76a4a-60b5-459a-bb73-8eb6bd4d12f4,{}
3f0e0ff6-3453-462e-a0ff-61d85e7839e0,user_0075,Logged In,2025-12-14T15:54:44.461308Z,0fccb4ae-9183-43a9-8c58-52e04e3ad51a,{}
5aeef947-e067-429c-ba1f-6d902b016544,user_0120,Logged In,2025-11-18T03:13:08.461308Z,9673819b-71d1-4a31-a8c5-48c1615991fb,{}
11ac01ee-cf1e-43bb-ae08-3f5c2beb8367,user_0189,Email Clicked,2025-12-05T08:40:37.461308Z,e30d9dbe-35b1-4db6-8fd4-c64ffd6551e0,"{""campaign_id"": ""camp_6"", ""url"": ""/pricing""}"
48279a5f-e2c0-4143-97d5-9c4552909729,user_0132,Feature Used,2026-03-28T05:54:38.461308Z,bb249ac7-bf08-4f48-a238-aa1a375592c9,"{""product_id"": ""prod_10"", ""category"": ""reporting"", ""page_url"": ""/products/14""}"
f6473351-85e5-444c-8e9a-aea44fe9f14b,user_0169,Page Viewed,2026-02-18T07:26:18.461308Z,8d467f62-f3cc-4e29-b09a-e1dd895524ac,{}
68d1d7fa-ac08-414f-aba6-d4bd9306edc4,user_0055,Logged In,2026-03-23T23:43:06.461308Z,119c8cd1-399a-43d1-ade8-4dc2cae10563,{}
698bdef5-67c8-4b6f-8593-3be425ff773d,user_0145,Product Viewed,2025-10-14T01:55:15.461308Z,e86fd76c-ca8e-43f1-8a77-968c2ac14090,"{""product_id"": ""prod_1"", ""category"": ""analytics"", ""page_url"": ""/products/2""}"
a3911a0f-c18a-4416-a5b0-f88198312d06,user_0108,Product Viewed,2026-01-01T19:23:52.461308Z,94333971-d0aa-4259-93cf-1608c657ad59,"{""product_id"": ""prod_19"", ""category"": ""analytics"", ""page_url"": ""/products/6""}"
7302e755-aff5-4fd4-9fa6-4656837cf05f,user_0213,Page Viewed,2025-09-22T10:17:59.461308Z,46eeb52e-fb97-4773-bbfe-64c9651acbc7,{}
3a1f8b02-9792-404f-b952-bfaf61384f2e,user_0054,Checkout Initiated,2025-09-08T22:01:32.461308Z,e9f11495-8a2e-4a50-877b-0c4a4f5eec9d,"{""order_id"": ""o_0d63f80e"", ""amount"": 613.7, ""currency"": ""USD"", ""items_count"": 1}"
3ab69935-825d-4438-8fa5-dec444be1ca3,user_0206,Purchase Completed,2025-12-23T02:40:25.461308Z,566f0f22-45df-454b-9d65-279c69b6e97e,"{""order_id"": ""o_31aef373"", ""amount"": 771.89, ""currency"": ""USD"", ""items_count"": 2}"
a7d31f1e-dc9b-48a4-8fac-a7e64fee824a,user_0008,Feature Used,2026-03-02T10:23:38.461308Z,e5173323-45aa-45fc-aa20-dd44ee48c569,"{""product_id"": ""prod_2"", ""category"": ""engagement"", ""page_url"": ""/products/12""}"
0fa61efc-5e12-4339-86ed-c39a9ce4c8cd,user_0101,Product Viewed,2026-01-07T13:39:48.461308Z,6c617ab0-4472-44a8-925a-4e9b5f787f60,"{""product_id"": ""prod_12"", ""category"": ""analytics"", ""page_url"": ""/products/4""}"
2e3691f4-921e-48c7-81af-c5d719ce98d9,user_0057,Segment Applied,2026-02-26T23:01:06.461308Z,240f5a56-8b4c-4a95-8b5e-3bde6205e0fe,{}
eb93d6fe-961b-46a2-bd99-25cbbb264f79,user_0105,Purchase Completed,2026-04-06T06:46:36.461308Z,fddee84a-c9fc-408e-bc47-1fd8f0fde156,"{""order_id"": ""o_36de33fa"", ""amount"": 322.71, ""currency"": ""IDR"", ""items_count"": 2}"
4bc91507-5297-4080-8853-a603df73d2fe,user_0133,Product Viewed,2026-01-24T23:20:35.461308Z,7672b4f8-0d26-48e1-82fc-124488ca0b2f,"{""product_id"": ""prod_11"", ""category"": ""reporting"", ""page_url"": ""/products/15""}"
7aedfcd1-f7fa-47d7-a768-7af41e5bd89b,user_0192,Product Viewed,2025-11-05T13:53:42.461308Z,4955545c-7062-4365-918a-011fa9d594fc,"{""product_id"": ""prod_19"", ""category"": ""reporting"", ""page_url"": ""/products/4""}"
4385ae40-0cc6-4c0c-a616-df40866fad2d,user_0217,Purchase Completed,2026-02-12T06:28:08.461308Z,f2edeb84-beca-426f-b335-e4377c3f360b,"{""order_id"": ""o_492c4c5e"", ""amount"": 419.1, ""currency"": ""USD"", ""items_count"": 2}"
05d609d1-989d-45b8-99f6-4ebd21619335,user_0150,Product Viewed,2025-12-26T11:09:18.461308Z,c5520b02-add9-42d7-b734-dc7cb66f17b8,"{""product_id"": ""prod_20"", ""category"": ""analytics"", ""page_url"": ""/products/11""}"
cd13ac2b-7097-4860-9088-c681ae24908b,user_0197,Feature Used,2025-12-08T06:25:25.461308Z,a8e8b9ab-2bd8-454c-8b89-f4fcb7d72357,"{""product_id"": ""prod_13"", ""category"": ""analytics"", ""page_url"": ""/products/4""}"
f8c2fe2c-5d45-4f87-aa27-d5234bc3e9f2,user_0213,Feature Used,2025-10-20T07:17:53.461308Z,19d07b19-e1f0-404d-8d3d-116f4232eb6f,"{""product_id"": ""prod_12"", ""category"": ""engagement"", ""page_url"": ""/products/6""}"
35a7f449-954c-472c-9ae6-8dc12e33fa98,user_0203,Email Clicked,2026-03-19T07:27:51.461308Z,a933622a-d4bb-4c73-b013-c58f9008302b,"{""campaign_id"": ""camp_31"", ""url"": ""/pricing""}"
3746e47a-0ecf-450c-a303-c009fe03358d,user_0160,Checkout Initiated,2026-03-10T21:58:20.461308Z,25fa3bf6-c35a-43bc-85a0-e8cc9842a311,"{""order_id"": ""o_94b0f92c"", ""amount"": 546.43, ""currency"": ""IDR"", ""items_count"": 3}"
4ab1a46d-29de-447f-8da5-27aa83efc7dd,user_0188,Feature Used,2026-01-16T05:36:00.461308Z,0cf21902-2c05-41df-9347-2e60875ec38f,"{""product_id"": ""prod_1"", ""category"": ""reporting"", ""page_url"": ""/products/16""}"
749d3ef6-9bbc-4aa6-8502-1a06912dc45b,user_0156,Product Viewed,2026-02-16T08:02:51.461308Z,35241338-7fba-4a22-b33e-451d79be9ac4,"{""product_id"": ""prod_10"", ""category"": ""engagement"", ""page_url"": ""/products/1""}"
6ad58ccd-b23d-44b9-adf0-48e4ab78a0a8,user_0042,Checkout Initiated,2026-03-08T11:21:32.461308Z,ec58f1de-1875-40e2-bad1-a86596a0c9c2,"{""order_id"": ""o_ba8a5781"", ""amount"": 425.4, ""currency"": ""SGD"", ""items_count"": 4}"
c72438a7-ee7b-4287-afe1-7d8197225419,user_0111,Purchase Completed,2025-11-28T07:28:29.461308Z,a16b7c84-655d-4805-844d-4534992f6c2c,"{""order_id"": ""o_cca576b4"", ""amount"": 113.55, ""currency"": ""SGD"", ""items_count"": 3}"
0d071018-930f-4ab4-97af-eb85968b34cb,user_0028,Product Viewed,2026-03-06T16:29:22.461308Z,9572ba9f-f734-43ce-a903-2932983286e0,"{""product_id"": ""prod_12"", ""category"": ""reporting"", ""page_url"": ""/products/19""}"
f5d626fc-1beb-42a5-9e58-9854d4779bc1,user_0161,Product Viewed,2025-12-14T01:30:14.461308Z,e8b2e6a8-0409-46b8-a8ae-90da893a3fd4,"{""product_id"": ""prod_12"", ""category"": ""engagement"", ""page_url"": ""/products/17""}"
995d9ce0-b095-4f7d-90f4-8f01f74c8bfe,user_0039,Segment Created,2025-12-25T18:36:42.461308Z,028e0b8f-1d37-4569-a260-dd183a83c6d6,"{""segment_id"": ""seg_998b9483"", ""segment_rules"": ""{\""event\"":\""Product Viewed\""}""}"
377b2642-ad9b-45b7-b0ba-94f2d5119741,user_0057,Product Viewed,2026-02-27T07:18:00.461308Z,89caf5df-2af3-48b8-a242-c491a1ecf89b,"{""product_id"": ""prod_17"", ""category"": ""engagement"", ""page_url"": ""/products/3""}"
b43690f9-e21c-4d9b-8d98-ede0f39f78aa,user_0118,Page Viewed,2026-03-02T19:47:58.461308Z,b0c3327f-8f46-4316-8b24-c9d0fbf9e3a5,{}
08453be9-7d0a-458c-9a79-08f17b3b5c0a,user_0077,Page Viewed,2025-12-13T04:24:32.461308Z,b8c67d55-2c3f-4721-a1fc-c56b6249b5ec,{}
6238891b-b81f-44e8-8c44-1fac7f0dae11,user_0192,Segment Created,2025-11-07T04:48:07.461308Z,e58f6ba8-f3c3-42f7-9efa-5de3f59fee35,"{""segment_id"": ""seg_b14beb91"", ""segment_rules"": ""{\""event\"":\""Product Viewed\""}""}"
5536c70f-0cce-4964-b264-15a88256d38a,user_0085,Page Viewed,2026-03-05T17:53:34.461308Z,814aab01-f287-4671-af14-a9bda8768127,{}
4212e14e-4aaa-4952-aa3e-1e3579f6a447,user_0009,Page Viewed,2026-01-30T17:52:08.461308Z,9fa22ba7-41b5-4a33-bd6e-3a1847978c06,{}
26d0f1f9-d680-4a73-a219-f1fad6303386,user_0011,Feature Used,2025-12-23T06:12:21.461308Z,93fcee58-94fe-4fcc-b19a-332d09739c1b,"{""product_id"": ""prod_1"", ""category"": ""engagement"", ""page_url"": ""/products/19""}"
6838ed7d-05a1-4aa9-a9cf-b4a4c85a721f,user_0052,Page Viewed,2026-01-24T14:31:54.461308Z,5a7a370a-1f8e-495f-bb92-8d6a00866e7f,{}
26a405f8-e956-4e36-986d-08dc2fcdcd35,user_0056,Checkout Initiated,2025-11-01T15:35:50.461308Z,952a3a4b-9d7f-4e55-9df1-15092f1db58e,"{""order_id"": ""o_7c93924b"", ""amount"": 500.11, ""currency"": ""SGD"", ""items_count"": 5}"
b7a42fb3-a8a4-4121-bd86-ce8aaace9ccd,user_0066,Product Viewed,2026-03-03T01:27:11.461308Z,4252a790-b6a6-4b2c-bc2a-975ccf8bb577,"{""product_id"": ""prod_16"", ""category"": ""analytics"", ""page_url"": ""/products/5""}"
b3b0ffbd-18c9-4939-bddb-62f011c1a6e9,user_0052,Logged In,2026-01-25T03:45:43.461308Z,271e7793-9f1d-4ebd-8dd2-02ca1e6c4289,{}
ad0b6e04-fa40-4b4e-bbb0-6edd2b22e8d5,user_0148,Logged In,2026-02-10T01:21:42.461308Z,112c013e-84b1-4ae2-916f-dfeb493241d6,{}
0aa47015-a0ff-47c9-af32-0c0f45591484,user_0196,Email Clicked,2025-11-01T18:02:45.461308Z,919831c0-5eb0-4def-bda1-7ff62fd73dc6,"{""campaign_id"": ""camp_8"", ""url"": ""/pricing""}"
9413a43c-dc26-4751-addf-84ab5a1542f6,user_0160,Page Viewed,2026-02-27T11:06:21.461308Z,083a83c1-f91d-498e-b041-3bc37c59ff0a,{}
d975642a-f894-4f2b-9e68-6434f172a203,user_0054,Feature Used,2025-10-15T19:15:07.461308Z,b6a39b36-de4c-4b64-b99c-e10791af0a0c,"{""product_id"": ""prod_18"", ""category"": ""engagement"", ""page_url"": ""/products/18""}"
aeab0f11-a4db-46bb-82f1-11f19395cc96,user_0091,Page Viewed,2026-01-02T10:20:00.461308Z,1eb07205-63c0-471f-a594-27983fd025d3,{}
dcafa4f8-1476-4d20-813d-9adf006a9137,user_0041,Page Viewed,2025-11-02T05:42:43.461308Z,6bab1b98-5bd5-4245-8483-f982ef7a64da,{}
2db1ad83-e239-4596-9899-dbb6ecac9bd1,user_0095,Page Viewed,2026-02-16T08:25:47.461308Z,37d749a5-07f2-44fa-8ea8-e9ff76fe2161,{}
04af9201-ea28-44ac-b409-545dd59afa87,user_0091,Feature Used,2026-02-06T23:15:54.461308Z,54cdff84-389d-4579-8e51-5bf5813209ed,"{""product_id"": ""prod_5"", ""category"": ""engagement"", ""page_url"": ""/products/6""}"
c851c5a6-4ee3-4293-9db8-7f3d2cc6759d,user_0116,Page Viewed,2026-04-15T11:14:44.461308Z,107a5e64-7606-438d-8907-32dbe3da5c7a,{}
fe78f88e-9fc9-4d23-8158-ee6de38689fd,user_0047,Email Clicked,2026-01-07T23:39:25.461308Z,59c8f743-137a-4e60-865a-0cc5212af0c0,"{""campaign_id"": ""camp_30"", ""url"": ""/pricing""}"
8cfc498f-b343-4a9b-aa82-ab842cf09604,user_0212,Email Clicked,2026-03-09T02:39:30.461308Z,24268da4-3491-4adf-8bea-7ca850dcce32,"{""campaign_id"": ""camp_39"", ""url"": ""/pricing""}"
051d1288-7c56-4a08-91c6-e600393e1021,user_0029,Product Viewed,2026-01-08T09:28:21.461308Z,d0656ee7-805c-42e9-9bb5-bbbc098adaca,"{""product_id"": ""prod_17"", ""category"": ""reporting"", ""page_url"": ""/products/16""}"
62ce5e93-d711-43c1-a276-85b2432e6a7e,user_0162,Product Viewed,2025-12-18T08:50:33.461308Z,2a788d61-abc2-4cd5-87b3-e36333618a61,"{""product_id"": ""prod_11"", ""category"": ""reporting"", ""page_url"": ""/products/16""}"
5385e4ba-4d7a-4697-b076-efae86bbdfaf,user_0137,Product Viewed,2025-11-26T04:32:18.461308Z,f225fab9-a0de-4195-9fe1-1562ca35bad7,"{""product_id"": ""prod_17"", ""category"": ""engagement"", ""page_url"": ""/products/13""}"
6ddda4ad-5acb-4407-b6fa-a43188403c5a,user_0205,Logged In,2025-11-20T04:10:48.461308Z,c74f1238-8c40-4361-95ee-0d621ab700f4,{}
29eada6f-2432-4a58-bff0-f70a17a4b29a,user_0018,Feature Used,2026-02-07T11:30:18.461308Z,5a82eb09-01a7-452a-b692-f359181d4284,"{""product_id"": ""prod_14"", ""category"": ""analytics"", ""page_url"": ""/products/16""}"
388be7b6-5790-4553-a0d9-88f2ef3f2040,user_0031,Feature Used,2026-03-18T00:16:07.461308Z,64fce524-99cd-4af7-ac84-828be1ed8354,"{""product_id"": ""prod_15"", ""category"": ""engagement"", ""page_url"": ""/products/10""}"
81d76862-cf8f-45aa-bc85-f686c9ca8b4f,user_0086,Segment Applied,2025-12-18T12:15:19.461308Z,1e19a5d4-d532-4953-8a32-d8fc6d8f5646,{}
6a052125-7aa1-43b6-b1ca-7ac2c545c824,user_0110,Page Viewed,2026-03-01T12:45:32.461308Z,0c38817f-ce6a-4297-a242-047c59fdf408,{}
eb81ae6c-8acc-4d2f-84de-6be69c579b0d,user_0169,Purchase Completed,2026-02-18T13:28:14.461308Z,8964be23-2ec5-4af3-87f6-90fc90ae4cee,"{""order_id"": ""o_17085835"", ""amount"": 668.46, ""currency"": ""SGD"", ""items_count"": 3}"
db85d885-f5de-4c1c-96cc-2e95d42d776e,user_0061,Signup Completed,2026-01-17T07:09:28.461308Z,c8dced14-551a-43b7-86f3-b2d1824933e7,"{""plan"": ""enterprise"", ""source"": ""referral""}"
1cff692f-acfa-461f-9833-0355b4eba923,user_0196,Page Viewed,2025-11-26T00:17:40.461308Z,c1099514-2c29-4113-bb01-8e016678e539,{}
f213a8ce-01a1-42a3-8908-a84c2eac7a9a,user_0108,Product Viewed,2026-01-01T22:04:50.461308Z,6630a4ee-b134-44b4-a9a8-be47bccf3c12,"{""product_id"": ""prod_1"", ""category"": ""analytics"", ""page_url"": ""/products/16""}"
a915f571-d619-4778-bce3-bc39750c30b2,user_0175,Page Viewed,2026-02-15T00:21:06.461308Z,bf889590-4f10-4069-a412-7f7f4e6665a1,{}
75d6ee2c-c138-41e7-a0dd-4dac1d0e72d9,user_0210,Product Viewed,2026-01-01T11:05:29.461308Z,76552aab-a8d8-4159-8642-d67c121bb010,"{""product_id"": ""prod_4"", ""category"": ""engagement"", ""page_url"": ""/products/16""}"
dcdada0e-7dd6-451e-9b0b-fc751193be66,user_0100,Purchase Completed,2025-12-18T06:38:43.461308Z,02f2a5f0-26ea-46b7-8795-b7b5e5929c17,"{""order_id"": ""o_f93f5063"", ""amount"": 590.73, ""currency"": ""USD"", ""items_count"": 2}"
eab9b066-c2b6-45ac-9aed-7aa7b95eb4ef,user_0039,Product Viewed,2025-11-21T08:11:40.461308Z,3ee51b29-4004-4d7e-beaa-2abd72c54ac2,"{""product_id"": ""prod_20"", ""category"": ""analytics"", ""page_url"": ""/products/8""}"
7aec5acd-968a-421a-9b3f-cacfd5d6ee36,user_0143,Checkout Initiated,2025-11-22T03:01:45.461308Z,486e9bcb-5cbf-4e18-b437-1eb01f1526d5,"{""order_id"": ""o_bda43756"", ""amount"": 480.95, ""currency"": ""SGD"", ""items_count"": 2}"
e7c4268e-3712-4e1a-8762-e19cb26e0a09,user_0031,Logged In,2026-03-18T04:57:10.461308Z,4e38b235-6098-4ac5-b2db-45aa0206c842,{}
2b4df11a-b4ec-4abf-a045-f7a37bcb2d46,user_0148,Logged In,2026-02-10T06:01:03.461308Z,dee9aff5-e114-49ed-bd96-b5a76b15d740,{}
985e7331-86e6-4767-8135-496a73b2732f,user_0034,Product Viewed,2025-09-27T08:38:18.461308Z,27a03113-544a-4448-b5db-fc6a18e2b8cb,"{""product_id"": ""prod_4"", ""category"": ""reporting"", ""page_url"": ""/products/17""}"
50af166e-8ce8-4d08-8f24-9aebfecae3a0,user_0209,Page Viewed,2025-12-16T08:09:51.461308Z,9480563d-2844-4dda-8e9d-a3e403712f81,{}
27e4c229-dfd3-4531-b1d7-486866688b7c,user_0071,Email Clicked,2026-03-07T01:38:47.461308Z,71e3274b-b4f8-4870-8694-dc62fb5e5348,"{""campaign_id"": ""camp_25"", ""url"": ""/pricing""}"
c16834b3-656d-480d-93fb-fd545ea6e145,user_0037,Email Clicked,2026-02-13T04:14:58.461308Z,dcf62be6-cfe7-48ce-9aaf-cf6d57b0cd7d,"{""campaign_id"": ""camp_13"", ""url"": ""/pricing""}"
599a432c-0f40-4544-bb1a-863306c81a32,user_0190,Segment Applied,2026-03-03T09:12:41.461308Z,e999185e-bda0-452e-9475-4fb685bbed1e,{}
0063a4db-86cf-4250-a17d-b9fc73ffb2d4,user_0176,Product Viewed,2026-01-19T20:46:25.461308Z,aa56439c-73bb-4a08-a901-383de72dcf07,"{""product_id"": ""prod_18"", ""category"": ""reporting"", ""page_url"": ""/products/20""}"
cd5d0bad-0ed1-4da1-905c-4e9b473212e6,user_0056,Logged In,2025-12-09T17:58:00.461308Z,8f51afc0-df10-4102-96fc-c6deb14a2f99,{}
d115d320-0c29-4ac0-b95b-52a40b57870e,user_0072,Page Viewed,2026-04-12T02:14:30.461308Z,e2d8e749-7a29-4434-83cf-0e58b38aaaad,{}
3b5f87c5-ed4a-41af-abb4-8240736ece9c,user_0044,Logged In,2026-03-30T13:20:58.461308Z,72727980-a656-45ee-9ccc-fd70170fb283,{}
5715fa12-252a-4c56-aba3-496e485d6368,user_0082,Product Viewed,2026-03-15T01:14:17.461308Z,ab417544-c1b7-4e4c-a88d-c5ffea23b052,"{""product_id"": ""prod_2"", ""category"": ""engagement"", ""page_url"": ""/products/18""}"
